lake_ID,sampling_date,lake_name,latitude,longitude,province,ecozone,area,size_class,hi_index,hi_class,altitude,utc,shoreline_length,ecoprovince,watershed_area,area_agriculture,area_forestry,area_mines,area_natlandscapes,area_pasture,area_urban,area_water,fraction_agriculture,fraction_forestry,fraction_mines,fraction_natlandscapes,fraction_pasture,fraction_urban,fraction_water,max_depth,circularity,area_carbonitic,area_evaporites,area_potential_carbonates,fraction_carbonitic,fraction_evaporites,fraction_potential_carbonates,rbr_chla_mean_tube,rbr_chla_mean_bottom,do_percenttsaturation_bottom,do_concentration_bottom,do_percenttsaturation_tube,do_concentration_tube,rbr_salinity_tube,rbr_salinity_bottom,rbr_salinity_hypolimnion,rbr_conductivity_tube,rbr_conductivity_bottom,rbr_conductivity_hypolimnion,rbr_specific_conductance_tube,rbr_specific_conductance_bottom,rbr_specific_conductance_hypolimnion,rbr_sea_pressure_mean_tube,rbr_sea_pressure_mean_bottom,rbr_sound_velocity_mean_tube,rbr_sound_velocity_mean_bottom,rbr_temperature_mean_tube,rbr_temperature_mean_bottom,rbr_temperature_mean_watercolumn,rbr_temperature_mean_top0.5m,rbr_temperature_mean_top1m,rbr_temperature_mean_topmost,rbr_temperature_mean_epilimnion,rbr_temperature_mean_hypolimnion,stratification,doc,dic,tss,spm_mineral,spm_organic,ph_epilimnion,ph_hypolimnion,tp_tube,tp_bottom,tn_tube,tn_bottom,tntp_ratio,srp_epilimnion,srp_hypolimnion,colour,chloride,sulfate,calcium,potassium,magnesium,sodium,secchi_am_index,secchi_pm_optics,air_temperature_am_index,relative_humidity_am_index,atm_pressure_am_index,wind_speed_max_am_index,wind_speed_avg_am_index,air_temperature_pm_optics,relative_humidity_pm_optics,atm_pressure_pm_optics,wind_speed_max_pm_optics,wind_speed_avg_pm_optics,bruntvaisala_max,bruntvaisala_mean,centerbuoyancy,temperature_mean_7d,temperature_mean_30d,precipitation_total_7d,precipitation_total_30d,solar_radiation_net_7d,solar_radiation_net_30d,windspeed_mean_7d,windspeed_mean_30d,heating_degdays_mean_7d,heating_degdays_total_7d,cooling_degdays_mean_7d,cooling_degdays_total_7d,heating_degdays_mean_30d,heating_degdays_total_30d,cooling_degdays_mean_30d,cooling_degdays_total_30d,population,fraction_fire,area_fire,fraction_fire_6yrs,area_fire_6yrs,chla
09-409,7/3/2018,Falcon Lake,50.50351,-99.953734,Manitoba,Boreal Plains,0.330879,small,0.72444,high,616,-6,2921.6,Central Boreal Plains,2.434510271,1.365044162,8.51E-04,0,0.537430322,0,0.048538054,0.482646369,0.560705855,3.50E-04,0,0.220755003,0,0.019937502,0.198251934,3.1,0.487133,0,0,2.434510257,0,0,1,4.144989,3.921911,83.598614,7.020394,100.703578,8.5021605,0.377988,0.378016,0.189057,0.722845,0.722464,0.29479,770.494986,770.538949,393.274235,1.014999,2.087585,1488.080114,1488.013497,21.762307,21.733473,21.8,21.8,21.8,21.8,21.762307,21.733473,mixed,26.35,76.63,3.1425,1.5575,1.585,8.1,7.665,252.694825,83.53575618,0.85882947,0.46700147,3.398682462,174.812243,34.63591915,41.87271278,5.439354839,110.3284848,40.99062857,24.72290323,66.645,11.89884375,2.7,2.75,18.2,90.6,944.1,7.3,4.6,21.4,81.1,944.3,11.2,5.3,9.44E-05,3.79E-05,1.870712557,18.23223067,18.09503256,0.332030795,0.833944095,6035432.149,5867809.238,3.390600528,3.227999076,0.438403611,3.068825277,0.906833067,6.347831472,0.982919841,29.48759524,0.975932524,29.27797572,1,0,0,0,0,0.175231111
09-410,7/5/2018,NA,50.572023,-100.190591,Manitoba,Boreal Plains,0.326625,small,0.620494,high,607,-6,2314.6,Central Boreal Plains,5.99307477,2.436165094,0.00125,0,1.370158925,1.127418497,0.162401333,0.895680921,0.406496696,2.09E-04,0,0.228623699,0.188120212,0.027098166,0.149452653,2,0.766138,0,0,5.993074762,0,0,1,4.694712,5.4156575,83.598614,7.020394,58.421442,5.028409,0.364675,0.2057255,0.189057,0.667964,0.359557,0.29479,742.874395,425.129233,393.274235,0.67667,3.4656275,1481.924905,1477.281724,19.720514,18.383386,19.7,19.7,19.7,19.7,19.720514,18.3036555,mixed,23.41,47.1,4.510284281,1.888795987,2.621488294,8.12,7.665,301.8041167,83.53575618,1.06255247,0.46700147,3.520669239,195.1919669,34.63591915,34.67500889,5.389354839,172.1284848,55.35062857,30.46290323,51.175,8.08884375,1.65,1.65,17.1,83,959,4.4,2.7,18.4,77.3,959.6,6.2,4.7,1.65E-04,1.13E-04,1.068051882,17.47576439,18.30113034,0.609878519,1.197082599,5376924.598,5667355.6,3.451925636,2.974805909,0.660235596,4.62164917,0.284341576,1.990391032,0.661588957,19.84766871,0.955678211,28.67034632,5,0,0,0,0,2.816078152
09-411,7/2/2018,Little Jackfish Lake,50.47746,-100.074738,Manitoba,Boreal Plains,1.562495,medium,0.510461,moderate,613,-6,10206,Central Boreal Plains,63.80318736,21.62209742,0.008775303,0,22.44979201,3.175642598,1.855210447,14.69166958,0.338887418,1.38E-04,0,0.351860039,0.049772476,0.029077081,0.230265449,3.8,0.179994,0,0,63.80318738,0,0,1,4.93211,5.402588,65.551537,5.305023,67.103871,5.420654,0.44208,0.442743,0.189057,0.840312,0.840328,0.29479,896.509664,897.757588,393.274235,0.96818,2.186524,1488.023253,1487.857211,21.718091,21.655071,21.7,21.7,21.7,21.8,21.718091,21.655071,mixed,22.6775,77.1975,5.22,0.095,5.125,8.61,7.665,83.62492697,83.53575618,0.75835147,0.46700147,9.068485887,2.624999492,34.63591915,21.92386564,7.869354839,172.0384848,38.55062857,28.29290323,87.235,14.94884375,1.1,1.1,17.6,77,937.3,11.9,10,21.6,63.4,937.7,9.3,6.1,6.02E-04,1.78E-04,2.100430812,18.5103795,17.79112949,0.324266109,1.025208253,5788412.493,5661916.126,3.40990368,3.348058647,0.270221238,1.891548665,0.994364748,6.960553233,1.199337124,35.98011373,0.94605907,28.38177211,162,0,0,0,0,10.29777717
09-413,7/7/2018,NA,51.008286,-101.106274,Manitoba,Boreal Plains,0.277271,small,0.299213,moderate,612,-6,2137.1,Central Boreal Plains,0.435384376,0.011914356,0,0,0.093824857,0.01526877,0.023771091,0.290605301,0.027365143,0,0,0.215498908,0.035069633,0.054597942,0.667468374,1.7,0.762898,0,0,0.435384368,0,0,1,4.705699,4.478903,101.36475,8.064151,101.369016,8.061007,0.157117,0.157067,0.189057,0.31072,0.310612,0.29479,325.386658,325.283772,393.274235,0.825954,1.047912,1490.36163,1490.358364,22.640036,22.638759,22.6,22.7,22.7,22.7,22.640036,22.638759,mixed,19.22,40.1775,4.19451412,1.015833333,2.66407748,8.32,7.665,71.48153847,83.53575618,0.68818047,0.46700147,9.627387501,5.86744268,34.63591915,67.48413584,1.039354839,10.72848485,36.19062857,5.847903226,19.665,2.35984375,1.35,1.35,25.7,82,938,5,2.3,27.3,61.9,937.5,7.1,4.9,1.24E-04,1.15E-04,0.947196795,17.2091483,17.81770441,0.902589336,1.920135745,5652585.481,5633807.464,3.888625459,3.011358153,1.568398031,10.97878621,0.309422666,2.165958659,0.995183292,29.85549876,0.70984951,21.29548531,1,0,0,0,0,2.034066987
09-418,7/13/2018,Hazel Lake,52.671132,-105.272507,Saskatchewan,Boreal Plains,1.009025,medium,0.663712,high,536,-6,7619.2,Central Boreal Plains,10.70123523,6.017516197,0,0,2.922362603,0.915916547,0.196064884,0.649375,0.562319776,0,0,0.273086475,0.085589797,0.018321706,0.060682247,7.1,0.21842,0,0,10.70123525,0,0,1,10.686845,3.194522,8.031856,0.704184,137.104587,10.972874,0.1924795,0.2057255,0.189057,0.370879,0.359557,0.29479,397.814212,425.129233,393.274235,1.002081,5.039771,1492.158837,1478.290481,23.341343,18.684139,21.6,24.1,23.8,24.6,23.341343,17.5,stratified,13.3825,47.8225,9.722222222,0.661111111,9.061111111,8.7,7.66,73.90089879,167.7641052,1.07060647,3.03604247,14.48705615,22.61623516,90.80615588,20.05726563,5.349354839,261.4284848,67.42062857,18.31290323,75.625,29.70884375,0.95,0.95,29,56,954,1.1,0.5,36.1,35.5,953,1,0.7,0.007579294,0.002728718,3.576375482,20.29890485,18.52626144,0.835685169,1.422794421,5731932.786,5817325.724,4.385222934,3.360446227,0.155208915,1.086462402,2.402752686,16.8192688,0.849511909,25.48535728,1.281193267,38.43579801,11,0,0,0,0,0.525772089
09-419,7/14/2018,NA,52.722615,-105.209001,Saskatchewan,Boreal Plains,1.080896,medium,0.785637,high,530,-6,6304.5,Central Boreal Plains,22.09922526,14.93624979,0,0,3.264831106,2.66511462,0.580529747,0.6525,0.6758721,0,0,0.147735093,0.120597649,0.026269235,0.029525922,2.1,0.262882,0,0,22.09922531,0,0,1,9.200963,5.4156575,83.598614,7.020394,109.08028,8.780402,0.1924795,0.2057255,0.189057,0.370879,0.359557,0.29479,397.814212,425.129233,393.274235,0.759589,3.4656275,1490.502852,1477.281724,22.752384,18.383386,22.8,22.7,22.7,22.7,22.752384,18.3036555,mixed,24.3775,44.335,13.11,3.57,9.54,8.765,7.665,130.7615752,83.53575618,2.35837947,0.46700147,18.03572239,26.56335632,34.63591915,52.81792045,2.909354839,100.0884848,34.47062857,18.86290323,48.995,8.16984375,0.85,0.85,17.8,89.9,950.1,7.3,2.4,18.5,78.9,952.5,8.1,4.8,4.33E-05,0,1.414818772,19.8091079,18.75511106,0.748574756,1.340989132,5698303.725,5815908.297,4.090007385,3.398263021,0.147036017,1.029252116,2.288021124,16.01614787,0.737996881,22.13990644,1.428583268,42.85749804,16,0,0,0,0,2.648514331
09-420,7/15/2018,Jumping Lake,52.855734,-105.447346,Saskatchewan,Boreal Plains,10.298984,large,0.858845,high,495,-6,12663.7,Central Boreal Plains,92.52629654,68.23821168,0.00125,0,11.2383121,0.883389578,2.389508175,9.775625,0.737500735,1.35E-05,0,0.121460736,0.009547443,0.025825179,0.105652397,7,0.807012,0,0,92.5262967,0,0,1,5.009307,5.4156575,83.598614,7.020394,100.703578,8.5021605,0.1924795,0.2057255,0.189057,0.370879,0.359557,0.29479,397.814212,425.129233,393.274235,0.918095,3.4656275,1484.194556,1477.281724,20.439938,18.383386,19.25,20.65,20.55,20.65,20.558347,18.3036555,NA,36.475,92.0425,17.46470588,10.03529412,7.429411765,8.765,7.665,160.5558201,83.53575618,2.53270047,0.46700147,15.77457901,66.03456791,34.63591915,20.07950513,111.8493548,1545.378485,152.6406286,127.3729032,1562.985,680.3088437,1.1,1.075,15.3,65,964.55,NA,16.6,15.3,65,964.55,NA,16.6,0.002020819,6.75E-04,2.26528856,19.14921759,18.71886069,0.829290729,1.23149157,5601691.851,5832186.587,4.361813193,3.571376947,0.224422201,1.570955404,1.451974051,10.16381836,0.730093952,21.90281855,1.442971289,43.28913867,46,0,0,0,0,11.1238442
09-421,7/16/2018,NA,52.854199,-106.157499,Saskatchewan,Boreal Plains,1.036787,medium,0.721268,high,487,-6,9809.7,Central Boreal Plains,760.0102422,457.8572278,0.063902085,0,160.9933095,79.89768912,22.21703749,38.98107619,0.602435602,8.41E-05,0,0.211830447,0.105127122,0.02923255,0.051290199,2.6,0.135391,0,0,760.0102421,0,0,1,5.786545,6.461945,97.157509,8.283592,99.891803,8.493161,0.1924795,0.2057255,0.189057,0.370879,0.359557,0.29479,397.814212,425.129233,393.274235,0.964978,1.663167,1484.548738,1484.118492,20.718715,20.572418,20.7,20.9,20.8,20.9,20.718715,20.572418,mixed,46.0975,118.5,6.715684309,2.699278268,4.016406041,8.97,7.665,95.06340162,83.53575618,2.77953447,0.46700147,29.23874407,18.60106018,34.63591915,58.00916175,31.32935484,604.7684848,39.79062857,40.86290323,241.485,370.8088438,1.65,1.65,19.2,67,963.8,1.6,0.8,19.7,63.1,962.5,3.6,0.9,6.52E-04,3.75E-04,1.013561497,19.04014195,19.03222427,0.54277759,0.918734962,5634530.817,5994419.848,3.728348514,2.941803402,0.418567766,2.929974365,1.648542132,11.53979492,0.621926418,18.65779254,1.648158396,49.44475187,3655,0,0,0,0,6.330733831
09-423,7/20/2018,NA,53.183739,-106.844945,Saskatchewan,Boreal Plains,1.095176,medium,0.456649,moderate,535,-6,6394.4,Central Boreal Plains,6.19972844,1.303668614,0.023125,0,1.845525099,0.444926846,0.210027301,2.37245558,0.210278342,0.003730002,0,0.297678377,0.071765538,0.033876855,0.382670887,20.5,0.261706,0,0,6.199728441,0,0,1,2.265733,1.2963,10.841956,1.307858,102.521046,8.401129,0.1924795,0.2057255,0.189057,0.370879,0.359557,0.29479,397.814212,425.129233,393.274235,1.034552,17.394743,1488.673029,1425.478059,22.114237,4.788477,11.6,22.2,22.2,22.2,22,5.3,stratified,14.7675,103.5325,1.946666667,0.95,0.996666667,8.85,8.52,15.9095667,23.32380275,0.88562447,0.93919947,55.66615903,7.031911961,39.9699575,8.198979941,3.589354839,90.51848485,26.32062857,13.13290323,94.015,42.73884375,5.05,5.05,20.9,84,954.8,1.9,1.2,20.2,89.7,954.4,3.8,0.7,0.008110918,0.001214492,6.311142298,18.64858925,18.77669449,0.143852013,1.1049571,6230361.75,5855029.518,3.190730557,3.133889488,0.89225958,6.245817058,1.532648958,10.72854271,0.75149136,22.5447408,1.546793582,46.40380745,36,0,0,0,0,0.897718827
09-424,7/21/2018,NA,53.220024,-106.853005,Saskatchewan,Boreal Plains,1.162123,medium,0.20658,moderate,526,-6,6055.7,Central Boreal Plains,5.859952573,0.550534761,0,0,3.294607241,0.556974787,0.101292211,1.356543574,0.093948672,0,0,0.562224216,0.095047661,0.0172855,0.231493951,19,0.398223,0,0,5.859952559,0,0,1,2.938879,1.592038,0.336529,0.040376,110.98405,9.142256,0.1924795,0.2057255,0.189057,0.370879,0.359557,0.29479,397.814212,425.129233,393.274235,0.998813,16.298492,1487.176133,1425.660018,21.601595,4.832724,11.3,21.6,21.6,21.6,21.6,5.4,stratified,12.54,65.1575,2.426666667,0.573333333,1.853333333,8.93,7.665,27.16822145,182.0433746,0.89826147,0.46700147,33.06294715,9.617956857,170.9054939,9.08754653,10.86935484,87.19848485,24.71062857,7.616903226,55.695,44.64884375,2.75,2.75,23.9,73,950.8,4.5,2.4,23.5,71.4,950.9,7,5.2,0.00746658,0.001213298,5.914759772,18.55627358,18.61898982,0.154399365,1.168742275,6161561.536,5904235.275,3.427377023,3.208076987,0.916964286,6.41875,1.472355761,10.30649033,0.781056315,23.43168945,1.435964305,43.07892914,16,0,0,0,0,3.298660693
09-425,7/22/2018,NA,53.165963,-106.814976,Saskatchewan,Boreal Plains,0.487547,small,0.52607,high,537,-6,4071.6,Central Boreal Plains,4.021218239,1.238096167,0,0,1.381916313,0.458433471,0.321071986,0.621700302,0.307890817,0,0,0.343656134,0.114003629,0.079844457,0.154604964,1.6,0.369561,0,0,4.021218254,0,0,1,14.963847,16.913756,81.937675,6.746033,83.242619,6.844697,0.1924795,0.2057255,0.189057,0.370879,0.359557,0.29479,397.814212,425.129233,393.274235,0.414434,1.233257,1487.450455,1487.307093,21.698485,21.645985,21.7,21.7,21.7,21.7,21.698485,21.645985,mixed,40.41,91.6525,29.36666667,13.5,15.86666667,8.92,7.665,81.88253752,83.53575618,3.16865347,0.46700147,38.69754854,144.5006144,34.63591915,38.27261348,6.839354839,353.9384848,36.51062857,34.73290323,184.885,58.77884375,0.45,0.45,19.3,76,950.8,0,0,20.3,68.8,950.4,5.3,3.8,2.05E-04,1.77E-04,0.943069082,19.11470975,18.55001418,0.235587933,1.324960432,6136486.412,5776366.742,2.943171472,3.262965682,0.666191755,4.663342285,1.71178073,11.98246511,0.75149136,22.5447408,1.356019448,40.68058344,69,0,0,0,0,16.44772091
09-426,7/24/2018,Sled Lake,54.456237,-107.419508,Saskatchewan,Boreal Plains,91.510447,large,0.025618,low,469,-6,84632.1,Central Boreal Plains,1105.619224,0,43.45974431,0.009375,901.6104228,0,2.536833061,158.0028493,0,0.039308058,8.48E-06,0.815480052,0,0.002294491,0.14290892,3,0.16055,0,0,1105.619224,0,0,1,15.626013,16.361502,83.652168,7.509457,84.113753,7.542887,0.1924795,0.2057255,0.189057,0.370879,0.359557,0.29479,397.814212,425.129233,393.274235,0.952265,2.168361,1476.944329,1476.851665,18.275023,18.240347,18.3,18.3,18.3,18.3,18.275023,18.240347,mixed,25.555,25.895,17.77142857,7.114285714,10.65714286,8.08,7.665,124.1711432,83.53575618,1.85718547,0.46700147,14.95665919,7.440234839,34.63591915,45.91835445,0.369354839,2.348484848,26.47062857,2.088903226,10.765,4.57684375,0.85,0.85,13.9,98.3,967.9,3.1,2.4,15.5,97,967.8,2.3,1.9,2.47E-04,6.97E-05,2.201783898,18.15479822,17.95183438,0.272395925,1.684069196,5171129.445,5587953.481,2.667675563,2.801494015,0.796876835,5.578137843,1.143246969,8.00272878,1.116465874,33.49397621,1.120879669,33.62639008,41,0,0,0.107248869,1.185764108,31.11224325
09-427,7/26/2018,Poplar Ridge Lake,53.92408,-107.702852,Saskatchewan,Boreal Plains,0.117952,small,0.132591,low,566,-6,1794.4,Central Boreal Plains,1.107347059,0,0.186218485,0,0.757235061,0,0.036873502,0.127020037,0,0.16816632,0,0.683828107,0,0.033298956,0.114706616,16,0.460348,0,0,1.107347047,0,0,1,1.846928,3.891971,0.518062,0.06424,100.829928,8.613301,0.1924795,0.2057255,0.189057,0.370879,0.359557,0.29479,397.814212,425.129233,393.274235,1.05574,13.677648,1482.916262,1421.230139,20.182806,3.868585,10.4,21,20.5,21.1,21.1,4.5,stratified,14.92,47.4675,1.21,0,1.21,8.42,7.44,10.50829494,18.58421266,0.26383897,0.30457747,25.10768602,1.413014403,3.92369094,12.65691559,2.229354839,0.428484848,32.71062857,3.501903226,21.955,2.45084375,5.125,5.125,24.4,56.1,958,1.2,0.5,24.4,56.1,958,1.2,0.5,0.008764094,0.001371684,4.65724876,16.02772511,17.09972367,0.345805858,1.573315984,4452036.963,5610803.245,2.381452262,2.412457307,2.081618845,14.57133191,0.376991472,2.638940303,1.571260914,47.13782743,0.754175839,22.62527517,1,0,0,0,0,2.696036433
09-428,7/27/2018,Green Lake,54.09185,-107.6804,Saskatchewan,Boreal Plains,27.829952,large,0.064233,low,450,-6,62959,Central Boreal Plains,877.1828918,4.330895334,85.644153,0.08375,715.581071,4.611627206,2.674015692,64.2573796,0.004937277,0.097635458,9.55E-05,0.815771805,0.005257315,0.003048413,0.073254255,42,0.088228,0,0,877.1828917,0,0,1,6.646024,1.866541,10.237186,1.277682,100.703578,8.5021605,0.1924795,0.2057255,0.189057,0.370879,0.359557,0.29479,397.814212,425.129233,393.274235,1.021892,38.484953,1484.284629,1422.60114,20.637503,4.082616,8.7,22,21.4,22.2,22.2,4.8,stratified,21.5325,41.4175,8.426666667,1.14,7.286666667,9.24,7.6,49.9508986,159.5335169,0.53405297,0.74165197,10.69155881,0.5,155.3107005,33.90037103,9.319354839,12.47848485,36.53062857,5.341903226,17.725,18.29884375,1.075,1.075,19,82.8,969.6,1.3,0.6,22.3,80.9,968.5,1.2,0.9,0.005631012,5.63E-04,7.128098366,15.90482238,17.42889012,0.41763474,1.74551596,4142325.658,5489577.696,2.280927791,2.380786436,2.164538883,15.15177218,0.249835768,1.748850377,1.438585887,43.15757662,0.859462094,25.78386281,111,0,0,0.052244148,0.45827673,168.0430522
09-429,8/25/2018,Bisgrove Lake,51.149512,-101.079876,Manitoba,Boreal Plains,0.937935,medium,0.573257,high,577,-6,4501.6,Central Boreal Plains,6.416035763,2.405234941,0.00125,0,1.759653494,0.917951417,0.116362176,1.215583736,0.374878668,1.95E-04,0,0.274258679,0.143071431,0.018136148,0.189460249,3,0.581626,0,0,6.416035747,0,0,1,5.009307,5.4156575,83.598614,7.020394,100.703578,8.5021605,0.1924795,0.2057255,0.189057,0.370879,0.359557,0.29479,397.814212,425.129233,393.274235,0.918095,3.4656275,1484.194556,1477.281724,20.439938,18.383386,19.25,20.65,20.55,20.65,20.558347,18.3036555,NA,22.5675,48.6,21.30562016,7.892248062,13.41337209,8.7,7.665,184.6722997,83.53575618,1.08410697,0.46700147,5.87043629,94.51161462,34.63591915,33.40356335,10.32935484,104.6184848,46.58062857,30.11290323,39.685,5.72784375,0.45,0.45,10,80,943.5,9.2,7.1,11.3,100,944.4,9.1,7.6,0.002020819,6.75E-04,2.26528856,17.38040177,18.7945907,0.005478057,0.088816767,4946346.543,4970773.274,3.164429891,2.695235689,1.143549002,8.004843013,0.853999746,5.977998225,0.861671308,25.85013924,1.621727613,48.65182838,5,0,0,0,0,34.30660237
09-430,7/28/2018,NA,54.993693,-108.344502,Saskatchewan,Boreal Plains,0.414449,small,0.069838,low,464,-6,2860.7,Central Boreal Plains,11.90967114,0,1.210203888,0,10.05152115,0,0.195015154,0.452930944,0,0.101615223,0,0.84397974,0,0.016374521,0.038030516,7.4,0.636413,0,0,11.90967115,0,0,1,4.677467,33.73362,13.968437,1.394116,107.98038,9.236205,0.1924795,0.2057255,0.189057,0.370879,0.359557,0.29479,397.814212,425.129233,393.274235,0.980721,5.508518,1484.18057,1459.422515,20.598098,13.176795,18.1,21.1,20.8,21.4,20.598098,11.1,stratified,19.015,34.1875,1.964705882,0,1.964705882,8.38,7.44,21.12745746,108.9918473,0.24826497,0.45873247,11.75082096,1.548726648,7.248640947,21.93751989,0.699354839,0.02,31.50062857,1.600903226,10.095,5.87284375,2.975,2.975,27.5,66.4,965.4,1.5,0.8,27.8,60.8,964.5,1.8,0.8,0.008675099,0.002775577,4.056815856,15.70591026,17.23313308,0.261315813,1.365881838,4004433.32,5144708.148,2.306727867,2.435563772,2.406284023,16.84398816,0.114529601,0.801707204,1.547946862,46.43840586,0.732640071,21.97920214,0,0,0,0,0,4.130510124
09-431,7/29/2018,Jeannette Lake,54.541364,-108.547482,Saskatchewan,Boreal Plains,3.708423,medium,0.036304,low,486,-6,12384,Central Boreal Plains,11.08269512,0,0.396479102,0,6.806777989,0,0.065650841,3.813787185,0,0.035774611,0,0.614180749,0,0.005923725,0.344120915,15,0.303862,0,0,11.08269509,0,0,1,1.536664,6.344907,2.01631,0.233322,106.006065,8.938497,0.1924795,0.2057255,0.189057,0.370879,0.359557,0.29479,397.814212,425.129233,393.274235,0.965407,12.706755,1485.219383,1433.700526,20.941793,6.671864,15,20.9,20.9,20.9,20.9,6.9,stratified,9.7175,57.6125,1.525,0.04,1.485,8.77,7.67,10.32997891,25.59950547,0.38484147,0.38787597,37.25481662,0.5,0.5,3.440306987,1.409354839,0.02,26.29062857,4.065903226,28.035,10.15884375,4.55,4.55,20.1,74,960.5,5.3,3.1,25,64,959.8,3.4,1.4,0.008599489,0.001378744,7.312320903,15.80966484,17.37674982,0.066213132,1.312292966,4394501.807,5487773.487,2.029339279,2.253684381,2.519425765,17.63598035,0.206938825,1.448571777,1.486711443,44.60134328,0.796987538,23.90962613,1,13.47786965,1.493711201,13.47786965,1.493711201,1.732119312
09-432,7/31/2018,NA,53.54476,-109.095614,Saskatchewan,Boreal Plains,0.169021,small,0.596377,high,603,-6,2219.9,Central Boreal Plains,11.5410511,5.70358794,0.005,0,4.076773694,0.80460627,0.513396503,0.437686689,0.494200042,4.33E-04,0,0.353241109,0.069716897,0.04448438,0.037924335,1.9,0.431003,0,0,11.54105105,0,0,1,20.525754,22.690373,83.598614,7.020394,100.703578,8.5021605,0.1924795,0.2057255,0.189057,0.370879,0.359557,0.29479,397.814212,425.129233,393.274235,0.82629,1.007675,1489.764643,1489.715775,22.494747,22.477161,22.4,22.6,22.6,22.6,22.494747,22.477161,mixed,20.915,87.79,5.413333333,2.706666667,2.706666667,8.19,7.665,58.0482393,83.53575618,1.46820547,0.46700147,25.29285104,13.08426749,34.63591915,88.3722045,63.08935484,390.8084848,42.21062857,27.75290323,124.785,230.3588437,1.1,1.075,18.1,88,953,2.8,2,24.8,46.3,952.6,2.3,1.4,0.001504773,9.01E-04,1.126576634,17.52435019,17.80038128,0.016944398,1.406952598,5210255.813,5537819.467,2.203180027,3.41523276,1.300732059,9.10512441,0.6933524,4.853466797,1.185271136,35.55813408,0.981387753,29.44163259,68,0,0,0,0,3.008151277
09-447,8/20/2018,Mistawasis Lake,53.08939,-107.236605,Saskatchewan,Boreal Plains,6.313752,large,0.104126,low,697,-6,12408.1,Central Boreal Plains,58.20580036,2.941343733,0.080802338,0,42.93101257,3.442791722,0.491450298,8.3183997,0.050533516,0.001388218,0,0.737572756,0.059148602,0.008443322,0.142913587,15,0.515328,0,0,58.20580026,0,0,1,3.53929,4.891021,61.6916,5.452814,93.488534,8.113331,0.182891,0.18715,0.18715,0.332173,0.333504,0.333504,378.093498,386.815446,386.815446,0.911494,11.212865,1478.328388,1475.742036,18.641259,17.784443,18.5,18.7,18.7,18.6,18.5,17.7,stratified,9.3925,53.125,2.46427175,0.139393939,2.32487781,8.65,7.665,33.23426876,83.53575618,0.72965397,0.46700147,21.95486759,14.6232436,34.63591915,7.60653886,1.309354839,1.298484848,30.09062857,10.19290323,30.785,3.44084375,3.55,3.55,18.5,50,945.3,1.9,0.5,23.9,50,944.9,0.7,0.4,0.001493704,1.65E-04,9.853252579,17.19321204,18.00400107,0.037881633,0.370307955,4567500.512,4921746.991,2.905987657,3.0545359,1.534685989,10.74280192,0.75221009,5.265470632,1.190698857,35.7209657,1.277610694,38.32832082,6,0,0,0,0,3.822117369
09-449,8/24/2018,NA,51.439365,-101.42674,Manitoba,Boreal Plains,0.127809,small,0.584485,high,597,-6,1769.1,Central Boreal Plains,9.072406304,3.824959603,0.004375,0,2.479103324,2.441919347,0.159681724,0.162367306,0.421603649,4.82E-04,0,0.273257528,0.269158949,0.017600813,0.017896829,1.6,0.513179,0,0,9.072406292,0,0,1,0.035963,5.4156575,83.598614,7.020394,99.748998,8.51116,0.153343,0.2057255,0.189057,0.282243,0.359557,0.29479,317.416843,425.129233,393.274235,0.918095,3.4656275,1480.037107,1477.281724,19.198201,18.383386,19.2,19.2,19.2,19.2,19.198201,18.3036555,mixed,22.4875,33.0825,4.186785714,0.947142857,3.239642857,8.67,7.665,145.5677816,83.53575618,0.70616747,0.46700147,4.851124763,73.47621661,34.63591915,70.36739175,2.619354839,10.42848485,32.75062857,16.39290323,13.385,1.68884375,1.1,1.075,15,58,940,3,0.8,18.4,55,939.9,2.6,2,0.002020819,6.75E-04,2.26528856,17.84369249,18.35941387,0.005313451,0.156157445,4900224.382,4743964.115,2.999037242,2.580052219,1.066880035,7.468160248,1.132767287,7.929371007,1.103530333,33.10590998,1.472407595,44.17222786,5,0,0,0,0,10.69565024
09-450,8/19/2018,Meeting Lake,53.188577,-107.657995,Saskatchewan,Boreal Plains,10.770107,large,0.394426,moderate,742,-6,20583.1,Central Boreal Plains,131.9493459,36.55316719,1.571567365,0.04125,63.16232615,11.33981062,2.293967146,16.9872574,0.277024239,0.011910384,3.13E-04,0.478686163,0.085940635,0.01738521,0.128740747,13,0.319454,0,0,131.9493459,0,0,1,7.859162,7.982045,54.787912,4.827764,64.258052,5.613734,0.225731,0.227044,0.189057,0.402188,0.401107,0.29479,465.060136,467.727668,393.274235,1.123216,10.86219,1476.068665,1474.993503,17.921932,17.542713,17.8,17.9,17.9,17.9,17.921932,17.542713,mixed,12.9175,53.0775,3.848,1.356,2.492,8.42,7.665,77.34623439,83.53575618,0.90736547,0.46700147,11.73121713,19.46274302,34.63591915,21.59908692,3.899354839,40.84848485,41.32062857,19.56290323,27.715,9.22284375,1.95,1.95,14.6,NA,938,2.6,1.7,19,NA,937.3,2.9,2.3,6.91E-04,9.55E-05,9.682751085,16.67234682,17.75197913,0.128489144,0.385260272,4181966.813,4875508.99,3.427452792,3.342311907,1.679250626,11.75475438,0.620502,4.343513997,1.288787295,38.66361885,1.123399993,33.70199979,122,0,0,0,0,13.9371029
